  -1.5000000000000000e+01   2.0700000000000349e+00   2.0700000000000478e+00  -1.5000000000000000e+01   2.0700000000000487e+00   2.0700000000000358e+00
  -1.4148897718753306e+01   2.0700000000009546e+00   2.0700000000010403e+00  -1.4166003969521164e+01   2.0700000000009817e+00   2.0700000000008960e+00
  -1.3297795437506611e+01   2.0700000000194603e+00   2.0700000000200092e+00  -1.3332007939042327e+01   2.0700000000178203e+00   2.0700000000173104e+00
  -1.2446693156259919e+01   2.0700000003241121e+00   2.0700000003274157e+00  -1.2498011908563491e+01   2.0700000002779753e+00   2.0700000002750083e+00
  -1.1595590875013224e+01   2.0700000044908058e+00   2.0700000045095743e+00  -1.1664015878084655e+01   2.0700000036759088e+00   2.0700000036595516e+00
  -1.0744488593766530e+01   2.0700000520415802e+00   2.0700000521421900e+00  -1.0830019847605818e+01   2.0700000410960580e+00   2.0700000410108497e+00
  -9.8933863125198371e+00   2.0700005054478181e+00   2.0700005059567830e+00  -9.9960238171269822e+00   2.0700003882655191e+00   2.0700003878456470e+00
  -9.0422840312731427e+00   2.0700041195280012e+00   2.0700041219579997e+00  -9.1620277866481459e+00   2.0700031010731781e+00   2.0700030991161147e+00
  -8.1911817500264483e+00   2.0700282067662448e+00   2.0700282177167164e+00  -8.3280317561693096e+00   2.0700209543244830e+00   2.0700209456948140e+00
  -7.3400794687797539e+00   2.0701624560535365e+00   2.0701625026347821e+00  -7.4940357256904742e+00   2.0701199108091979e+00   2.0701198748073546e+00
  -6.4889771875330595e+00   2.0707882231470731e+00   2.0707884102102820e+00  -6.6600396952116387e+00   2.0705818848292199e+00   2.0705817427139985e+00
  -5.6378749062863669e+00   2.0732278359439982e+00   2.0732285452236141e+00  -5.8260436647328024e+00   2.0723984795947152e+00   2.0723979487220339e+00
  -4.7867726250396725e+00   2.0811832487910098e+00   2.0811857883439520e+00  -4.9920476342539661e+00   2.0784155780473705e+00   2.0784137012031270e+00
  -3.9356703437929781e+00   2.1028832238159643e+00   2.1028918114514594e+00  -4.1580516037751298e+00   2.0952046085575668e+00   2.0951983277640558e+00
  -3.0845680625462855e+00   2.1523968786065391e+00   2.1524243095258710e+00  -3.3240555732962935e+00   2.1346679765841103e+00   2.1346480782489254e+00
  -2.2334657812995911e+00   2.2469038538809598e+00   2.2469866368046647e+00  -2.4900595428174572e+00   2.2128153904121417e+00   2.2127556991591515e+00
  -1.3823635000528967e+00   2.3977930077308893e+00   2.3980290929695665e+00  -1.6560635123386209e+00   2.3431966475136838e+00   2.3430270647401148e+00
  -5.3126121880620225e-01   2.5992751552496829e+00   2.5999115568199920e+00  -8.2206748185978462e-01   2.5264889586315515e+00   2.5260325789016820e+00
   3.1984106244049215e-01   2.8241701156785468e+00   2.8257921101724972e+00   1.1928548619051682e-02   2.7436650597831496e+00   2.7425013250378081e+00
   1.1709433436871848e+00   3.0336771144326500e+00   3.0375869793119108e+00   8.4592457909788799e-01   2.9606957980616615e+00   2.9578833187470823e+00
   2.0220456249338810e+00   3.1956916181805628e+00   3.2046087784037667e+00   1.6799206095767225e+00   3.1440163207713225e+00   3.1375720353402761e+00
   2.8731479061805736e+00   3.2975727083540587e+00   3.3168224114391114e+00   2.5139166400555588e+00   3.2758623481399987e+00   3.2618576569651143e+00
   3.7242501874272662e+00   3.3448342064721266e+00   3.3841853498076699e+00   3.3479126705343951e+00   3.3587593341323481e+00   3.3298809254705386e+00
   4.5753524686739624e+00   3.3501533177945806e+00   3.4263700838878006e+00   4.1819087010132314e+00   3.4086926056950402e+00   3.3521611793172941e+00
   5.4264547499206550e+00   3.3228986828142069e+00   3.4628378867510308e+00   5.0159047314920677e+00   3.4449650158079259e+00   3.3398481553525947e+00
   6.2775570311673476e+00   3.2649129389832683e+00   3.5086106653351088e+00   5.8499007619709040e+00   3.4839259523451158e+00   3.2981427113694104e+00
   7.1286593124140438e+00   3.1717410712391025e+00   3.5744294900081175e+00   6.6838967924497403e+00   3.5377647426729748e+00   3.2254308043034006e+00
   7.9797615936607365e+00   3.0362199390093538e+00   3.6677212274577600e+00   7.5178928229285766e+00   3.6156766415784372e+00   3.1157811995315376e+00
   8.8308638749074291e+00   2.8525040661517242e+00   3.7921813936042961e+00   8.3518888534074129e+00   3.7248189134607514e+00   2.9624001991271620e+00
   9.6819661561541253e+00   2.6199606080002207e+00   3.9456985249976695e+00   9.1858848838862492e+00   3.8701699589345004e+00   2.7610125000140573e+00
   1.0533068437400818e+01   2.3465535134939546e+00   4.1175275722686431e+00   1.0019880914365086e+01   4.0535535656550268e+00   2.5129230149546697e+00
   1.1384170718647514e+01   2.0507657201210159e+00   4.2863771146526846e+00   1.0853876944843922e+01   4.2722896533117050e+00   2.2275394924447904e+00
   1.2235272999894207e+01   1.7606210136609832e+00   4.4215649884106147e+00   1.1687872975322758e+01   4.5173813702859347e+00   1.9240148227723124e+00
   1.3086375281140899e+01   1.5086962403255881e+00   4.4889662248891682e+00   1.2521869005801594e+01   4.7691373614860595e+00   1.6318843738333955e+00
   1.3937477562387595e+01   1.3235530142504519e+00   4.4613375809288787e+00   1.3355865036280431e+01   4.9801015634791925e+00   1.3909415049973171e+00
   1.4788579843634288e+01   1.2203043668526803e+00   4.3291832533084502e+00   1.4189861066759267e+01   5.0267532684231409e+00   1.2473410309631308e+00
   1.5639682124880984e+01   1.1945243124736937e+00   4.1059544060610351e+00   1.5023857097238103e+01   4.7134989555560427e+00   1.2373116328396812e+00
   1.6490784406127677e+01   1.2227676498916844e+00   3.8228746972460437e+00   1.5857853127716940e+01   4.0984778680841849e+00   1.3927607491956564e+00
   1.7341886687374370e+01   1.2696413027899818e+00   3.5144331624822582e+00   1.6691849158195776e+01   3.6257107302011260e+00   1.6818332371843865e+00
   1.8192988968621066e+01   1.2979740664760004e+00   3.2020697935664844e+00   1.7525845188674609e+01   3.3048836269960029e+00   1.8313328691765371e+00
   1.9044091249867762e+01   1.2778202519586010e+00   2.8857560104410567e+00   1.8359841219153445e+01   3.0738935042414708e+00   1.8297064609867812e+00
   1.9895193531114451e+01   1.1920497519020075e+00   2.5488368667812096e+00   1.9193837249632281e+01   2.8993847839799205e+00   1.7679742826580602e+00
   2.0746295812361147e+01   1.0386902477138547e+00   2.1733281171157519e+00   2.0027833280111118e+01   2.7487069889257962e+00   1.6521551161230832e+00
   2.1597398093607843e+01   8.3069823258036979e-01   1.7563183532573376e+00   2.0861829310589954e+01   2.4174296717844479e+00   1.3836742449549098e+00
   2.2448500374854532e+01   5.9286582357744289e-01   1.3175188979528629e+00   2.1695825341068790e+01   1.7906433003526236e+00   8.8479697892815357e-01
   2.3299602656101229e+01   3.5542872761676420e-01   8.9369395373261307e-01   2.2529821371547627e+01   1.1977228618376585e+00   5.0806904996317448e-01
   2.4150704937347925e+01   1.4567771322707379e-01   5.2388286834813325e-01   2.3363817402026463e+01   7.1433278968520497e-01   2.3361302440247075e-01
   2.5001807218594614e+01  -1.9157418274336421e-02   2.3446157992567235e-01   2.4197813432505299e+01   3.5491589433668524e-01   2.9005359513376433e-02
   2.5852909499841310e+01  -1.3463247133393225e-01   3.1921389667153466e-02   2.5031809462984135e+01   1.1841345583114433e-01  -1.0388609430373622e-01
   2.6704011781088006e+01  -2.0680188887063217e-01  -9.4661265306187528e-02   2.5865805493462972e+01  -2.5086002953527142e-02  -1.8439818676186556e-01
   2.7555114062334702e+01  -2.4705089695460639e-01  -1.6527643224960656e-01   2.6699801523941808e+01  -9.9660378381056985e-02  -2.3097511682597704e-01
   2.8406216343581399e+01  -2.6708271649760140e-01  -2.0043201765075405e-01   2.7533797554420644e+01  -1.1649179212477161e-01  -2.5659310411051728e-01
   2.9257318624828095e+01  -2.7597972458778763e-01  -2.1605006079697456e-01   2.8367793584899481e+01  -1.1492649080172151e-01  -2.6994074379025051e-01
   3.0108420906074791e+01  -2.7950581820731002e-01  -2.2224115768917338e-01   2.9201789615378317e+01  -1.1266411109764463e-01  -2.7650859923719984e-01
   3.0959523187321480e+01  -2.8075230727897876e-01  -2.2443049538698925e-01   3.0035785645857153e+01  -1.1134371555010729e-01  -2.7953342701723166e-01
   3.1810625468568176e+01  -2.8114413382770020e-01  -2.2511994707225905e-01   3.0869781676335990e+01  -1.1071743753449301e-01  -2.8080633477238709e-01
   3.2661727749814872e+01  -2.8125104031153325e-01  -2.2531067981100225e-01   3.1703777706814826e+01  -1.1045528893361575e-01  -2.8128324853324804e-01
   3.3512830031061561e+01  -2.8127120118411986e-01  -2.2535190609545000e-01   3.2537773737293662e+01  -1.1035600330065864e-01  -2.8144425713996551e-01
   3.4363932312308258e+01  -2.8126406745455795e-01  -2.2534949552522962e-01   3.3371769767772498e+01  -1.1032169729975660e-01  -2.8149249016326505e-01
   3.5215034593554954e+01  -2.8124456137602244e-01  -2.2533093428397274e-01   3.4205765798251335e+01  -1.1031028701026993e-01  -2.8150001901629823e-01
   3.6066136874801643e+01  -2.8121605319585130e-01  -2.2530259472106759e-01   3.5039761828730171e+01  -1.1030269197308296e-01  -2.8148903969503269e-01
   3.6917239156048339e+01  -2.8118059829815689e-01  -2.2526716657212459e-01   3.5873757859209007e+01  -1.1028243684648634e-01  -2.8146405068898661e-01
   3.7768341437295035e+01  -2.8114148156831209e-01  -2.2522805279885139e-01   3.6707753889687837e+01  -1.1022972767539954e-01  -2.8142491379875129e-01
   3.8619443718541731e+01  -2.8110299272548223e-01  -2.2518955788672626e-01   3.7541749920166680e+01  -1.1014596408859199e-01  -2.8137588257452661e-01
   3.9470545999788420e+01  -2.8106915647448305e-01  -2.2515567698067665e-01   3.8375745950645509e+01  -1.1006961692535562e-01  -2.8132819622250221e-01
   4.0321648281035117e+01  -2.8104233974079662e-01  -2.2512858806220004e-01   3.9209741981124353e+01  -1.1002957423281218e-01  -2.8129105568930585e-01
   4.1172750562281806e+01  -2.8102189458937360e-01  -2.2510666441267443e-01   4.0043738011603182e+01  -1.1001760137290591e-01  -2.8126524788966173e-01
   4.2023852843528502e+01  -2.8100089879679602e-01  -2.2507850300643337e-01   4.0877734042082025e+01  -1.1001794602444090e-01  -2.8124629547195351e-01
   4.2874955124775198e+01  -2.8095356553752393e-01  -2.2500018289748763e-01   4.1711730072560854e+01  -1.1002670814025264e-01  -2.8122526800859682e-01
   4.3726057406021894e+01  -2.8079251266773608e-01  -2.2471956603839735e-01   4.2545726103039698e+01  -1.1005384304897944e-01  -2.8118094854586428e-01
   4.4577159687268590e+01  -2.8024758882402628e-01  -2.2376299029527497e-01   4.3379722133518527e+01  -1.1013220775088597e-01  -2.8105485935169344e-01
   4.5428261968515280e+01  -2.7857731952919551e-01  -2.2082805469313460e-01   4.4213718163997370e+01  -1.1034381348821079e-01  -2.8068472332184086e-01
   4.6279364249761976e+01  -2.7400006624719569e-01  -2.1278382098497350e-01   4.5047714194476200e+01  -1.1086615941612069e-01  -2.7966957742311654e-01
   4.7130466531008665e+01  -2.6280452015850242e-01  -1.9310662181259813e-01   4.5881710224955043e+01  -1.1201582792570558e-01  -2.7717245879022112e-01
   4.7981568812255361e+01  -2.3837005511357234e-01  -1.5015334543315340e-01   4.6715706255433872e+01  -1.1414780191078733e-01  -2.7158007000243939e-01
   4.8832671093502057e+01  -1.9078858079451450e-01  -6.6475708374884548e-02   4.7549702285912716e+01  -1.1662287238442039e-01  -2.5986796464022244e-01
   4.9683773374748753e+01  -1.0813200920779550e-01   7.9027826127885836e-02   4.8383698316391545e+01  -1.0813926610122093e-01  -2.3661945801685400e-01
   5.0534875655995442e+01   1.9907732696328038e-02   3.0494760284760819e-01   4.9217694346870388e+01  -4.2487974331157023e-02  -1.9255415439407109e-01
   5.1385977937242139e+01   1.9659812696811393e-01   6.1844980155331886e-01   5.0051690377349217e+01   9.8867859666401242e-02  -1.1235694848642580e-01
   5.2237080218488828e+01   4.1329302299285536e-01   1.0080763974694711e+00   5.0885686407828061e+01   3.4254487607990136e-01   2.6454649495856977e-02
   5.3088182499735524e+01   6.4810733276263510e-01   1.4439034973997624e+00   5.1719682438306890e+01   7.2008021260206645e-01   2.4558826702464107e-01
   5.3939284780982220e+01   8.6964626995719341e-01   1.8875935870596228e+00   5.2553678468785726e+01   1.2437323430923353e+00   5.6704813532319953e-01
   5.4790387062228916e+01   1.0444049271826668e+00   2.3085276040779834e+00   5.3387674499264563e+01   1.9573254279412771e+00   1.0649643372275064e+00
   5.5641489343475605e+01   1.1445250135724574e+00   2.6971172889723349e+00   5.4221670529743399e+01   2.5496384852068110e+00   1.4637103094717143e+00
   5.6492591624722301e+01   1.1532404852104854e+00   3.0669373849993273e+00   5.5055666560222235e+01   2.8113468964503814e+00   1.6300154712651420e+00
   5.7343693905968998e+01   1.0675499378695306e+00   3.4437369675212888e+00   5.5889662590701072e+01   2.9584008724925415e+00   1.6642681300845519e+00
   5.8194796187215687e+01   8.9888938486527392e-01   3.8474731994087543e+00   5.6723658621179908e+01   3.1842052050225824e+00   1.6239033507529987e+00
   5.9045898468462383e+01   6.7182075013008813e-01   4.2778473927604974e+00   5.7557654651658744e+01   3.5168189004979031e+00   1.4652064239005793e+00
