280	-0.057
279	-0.113
278	-0.044
277	-0.064
276	-0.053
275	-0.072
274	-0.054
273	-0.012
272	 0.020
271	 0.016
270	 0.008
269	 0.004
268	-0.003
267	-0.013
266	-0.007
265	 0.004
264	 0.005
263	 0.017
262	 0.000
261	-0.019
260	-0.022
259	-0.014
258	-0.011
257	-0.019
256	-0.018
255	-0.016
254	-0.013
253	 0.014
252	 0.004
251	-0.011
250	-0.012
249	-0.017
248	-0.021
247	-0.027
246	-0.018
245	-0.027
244	-0.017
243	-0.022
242	-0.041
241	-0.068
240	-0.075
239	-0.074
238	-0.042
237	-0.035
236	-0.020
235	-0.015
234	 0.016
233	 0.050
232	 0.075
231	 0.097
230	 0.129
229	 0.142
228	 0.164
227	 0.167
226	 0.146
225	 0.124
224	 0.115
223	 0.093
222	 0.047
221	 0.016
220	-0.046
219	-0.110
218	-0.163
217	-0.209
216	-0.275
215	-0.332
214	-0.412
213	-0.498
212	-0.623
211	-0.755
210	-0.914
209	-1.102
208	-1.335
207	-1.561
206	-1.810
205	-2.037
204	-2.265
203	-2.529
202	-2.777
201	-3.014
200	-3.240
199	-3.441
198	-3.575
197	-3.639
196	-3.606
195	-3.466
194	-3.285
193	-3.056
192	-2.845
191	-2.592
190	-2.319
189	-2.057
188	-1.810
187	-1.562
186	-1.382
185	-1.218
184	-1.078
183	-1.019
182	-1.007
181	-0.990
180	-1.049
179	-1.058
178	-1.256
