280	 0.005
279	-0.042
278	 0.010
277	-0.015
276	 0.002
275	 0.005
274	 0.020
273	 0.033
272	 0.012
271	-0.002
270	-0.018
269	-0.018
268	-0.023
267	-0.019
266	-0.021
265	-0.010
264	-0.004
263	 0.006
262	 0.001
261	 0.011
260	 0.007
259	-0.008
258	 0.005
257	 0.003
256	 0.005
255	 0.014
254	 0.001
253	 0.007
252	 0.001
251	-0.006
250	-0.005
249	-0.006
248	-0.016
247	-0.019
246	-0.020
245	-0.032
244	-0.039
243	-0.055
242	-0.071
241	-0.089
240	-0.096
239	-0.104
238	-0.109
237	-0.117
236	-0.100
235	-0.086
234	-0.058
233	-0.027
232	 0.018
231	 0.065
230	 0.114
229	 0.156
228	 0.204
227	 0.258
226	 0.306
225	 0.340
224	 0.360
223	 0.372
222	 0.371
221	 0.369
220	 0.346
219	 0.310
218	 0.263
217	 0.202
216	 0.131
215	 0.047
214	-0.023
213	-0.101
212	-0.204
211	-0.356
210	-0.530
209	-0.741
208	-0.962
207	-1.175
206	-1.382
205	-1.611
204	-1.809
203	-1.994
202	-2.168
201	-2.282
200	-2.409
199	-2.603
198	-2.813
197	-3.025
196	-3.219
195	-3.346
194	-3.502
193	-3.552
192	-3.582
191	-3.459
190	-3.326
189	-3.167
188	-3.033
187	-2.787
186	-2.488
185	-2.120
184	-1.841
183	-1.640
182	-1.558
181	-1.482
180	-1.379
179	-1.279
178	-1.336
