280	-0.008
279	 0.002
278	-0.006
277	 0.009
276	 0.016
275	 0.012
274	-0.003
273	-0.003
272	-0.003
271	-0.008
270	-0.003
269	-0.003
268	-0.009
267	 0.004
266	 0.005
265	 0.008
264	 0.010
263	 0.009
262	-0.001
261	-0.004
260	-0.009
259	-0.005
258	-0.010
257	-0.010
256	-0.012
255	 0.000
254	 0.010
253	 0.011
252	 0.001
251	-0.012
250	-0.010
249	-0.013
248	-0.019
247	-0.030
246	-0.043
245	-0.050
244	-0.056
243	-0.070
242	-0.079
241	-0.094
240	-0.103
239	-0.113
238	-0.113
237	-0.115
236	-0.107
235	-0.102
234	-0.083
233	-0.061
232	-0.018
231	 0.043
230	 0.109
229	 0.156
228	 0.204
227	 0.243
226	 0.283
225	 0.315
224	 0.345
223	 0.368
222	 0.378
221	 0.357
220	 0.331
219	 0.291
218	 0.250
217	 0.191
216	 0.133
215	 0.041
214	-0.042
213	-0.142
212	-0.256
211	-0.406
210	-0.555
209	-0.750
208	-0.939
207	-1.157
206	-1.413
205	-1.682
204	-1.918
