280	-0.030
279	 0.035
278	 0.020
277	-0.040
276	-0.053
275	-0.045
274	-0.035
273	-0.054
272	-0.041
271	-0.030
270	-0.014
269	-0.024
268	-0.052
267	-0.086
266	-0.070
265	-0.055
264	-0.043
263	-0.025
262	-0.036
261	-0.055
260	-0.057
259	-0.046
258	-0.048
257	-0.033
256	-0.065
255	-0.058
254	-0.083
253	-0.070
252	-0.070
251	-0.061
250	-0.091
249	-0.092
248	-0.108
247	-0.083
246	-0.071
245	-0.072
244	-0.093
243	-0.121
242	-0.131
241	-0.133
240	-0.155
239	-0.179
238	-0.180
237	-0.192
236	-0.172
235	-0.153
234	-0.139
233	-0.166
232	-0.162
231	-0.180
230	-0.146
229	-0.143
228	-0.150
227	-0.173
226	-0.178
225	-0.186
224	-0.188
223	-0.228
222	-0.291
221	-0.362
220	-0.423
219	-0.459
218	-0.492
217	-0.530
216	-0.560
215	-0.607
214	-0.676
213	-0.771
212	-0.872
211	-1.012
210	-1.155
209	-1.323
208	-1.503
207	-1.679
206	-1.879
205	-2.102
204	-2.275
203	-2.429
202	-2.596
201	-2.741
200	-2.828
199	-2.960
198	-3.014
197	-3.017
196	-2.960
195	-2.835
194	-2.600
193	-2.386
192	-2.170
191	-1.906
190	-1.640
189	-1.405
188	-1.178
187	-0.995
186	-0.877
185	-0.822
184	-0.767
183	-0.819
182	-0.881
181	-0.934
180	-1.029
179	-1.090
178	-1.329
177	-1.511
