280	-0.128
279	-0.083
278	 0.016
277	-0.029
276	-0.025
275	-0.055
274	-0.074
273	-0.099
272	-0.123
271	-0.120
270	-0.121
269	-0.119
268	-0.134
267	-0.118
266	-0.106
265	-0.078
264	-0.059
263	-0.052
262	-0.065
261	-0.049
260	-0.075
259	-0.086
258	-0.080
257	-0.091
256	-0.081
255	-0.084
254	-0.054
253	-0.056
252	-0.023
251	 0.005
250	 0.038
249	-0.009
248	-0.026
247	-0.085
246	-0.116
245	-0.119
244	-0.142
243	-0.140
242	-0.149
241	-0.150
240	-0.132
239	-0.106
238	-0.052
237	-0.031
236	-0.045
235	-0.044
234	-0.024
233	-0.027
232	-0.021
231	 0.001
230	 0.012
229	 0.080
228	 0.129
227	 0.148
226	 0.153
225	 0.106
224	 0.042
223	 0.013
222	-0.057
221	-0.131
220	-0.175
219	-0.179
218	-0.160
217	-0.202
216	-0.293
215	-0.397
214	-0.504
213	-0.595
212	-0.704
211	-0.787
210	-0.913
209	-1.068
208	-1.264
207	-1.533
206	-1.839
205	-2.081
204	-2.315
203	-2.563
202	-2.794
201	-3.081
200	-3.352
199	-3.516
198	-3.659
197	-3.679
196	-3.602
195	-3.470
194	-3.279
193	-3.106
192	-2.897
191	-2.631
190	-2.354
189	-2.027
188	-1.721
187	-1.555
186	-1.414
185	-1.255
184	-1.202
183	-1.087
182	-1.077
181	-1.068
180	-1.078
179	-1.214
178	-1.257
177	-1.357
