280	 0.013
279	 0.012
278	-0.005
277	-0.014
276	-0.008
275	-0.005
274	 0.003
273	 0.007
272	 0.002
271	-0.005
270	-0.005
269	-0.011
268	-0.004
267	 0.005
266	 0.006
265	 0.001
264	-0.009
263	-0.011
262	-0.004
261	 0.004
260	 0.000
259	-0.003
258	-0.005
257	-0.011
256	-0.009
255	-0.002
254	-0.006
253	-0.007
252	-0.011
251	-0.022
250	-0.031
249	-0.035
248	-0.045
247	-0.050
246	-0.055
245	-0.062
244	-0.068
243	-0.084
242	-0.098
241	-0.109
240	-0.114
239	-0.122
238	-0.132
237	-0.138
236	-0.150
235	-0.152
234	-0.155
233	-0.155
232	-0.150
231	-0.138
230	-0.131
229	-0.121
228	-0.121
227	-0.120
226	-0.134
225	-0.149
224	-0.161
223	-0.186
222	-0.222
221	-0.256
220	-0.309
219	-0.384
218	-0.454
217	-0.543
216	-0.612
215	-0.661
214	-0.732
213	-0.811
212	-0.919
211	-1.062
210	-1.206
209	-1.350
208	-1.528
207	-1.689
206	-1.912
205	-2.036
