280	-0.043
279	 0.052
278	 0.068
277	 0.064
276	 0.046
275	 0.036
274	 0.033
273	 0.011
272	 0.005
271	 0.012
270	 0.026
269	 0.035
268	 0.038
267	 0.039
266	 0.037
265	 0.018
264	 0.018
263	 0.010
262	 0.009
261	-0.004
260	-0.015
259	-0.017
258	 0.009
257	-0.001
256	 0.009
255	-0.012
254	-0.002
253	-0.004
252	 0.016
251	 0.005
250	-0.009
249	-0.018
248	-0.041
247	-0.052
246	-0.051
245	-0.064
244	-0.064
243	-0.057
242	-0.067
241	-0.085
240	-0.094
239	-0.108
238	-0.128
237	-0.120
236	-0.121
235	-0.125
234	-0.125
233	-0.127
232	-0.121
231	-0.143
230	-0.127
229	-0.077
228	-0.052
227	-0.051
226	-0.074
225	-0.091
224	-0.089
223	-0.106
222	-0.170
221	-0.240
220	-0.295
219	-0.371
218	-0.417
217	-0.488
216	-0.579
215	-0.667
214	-0.740
213	-0.802
212	-0.885
211	-0.990
210	-1.139
209	-1.310
208	-1.505
207	-1.718
206	-1.914
205	-2.106
204	-2.290
203	-2.421
202	-2.550
201	-2.698
200	-2.821
199	-2.943
198	-3.011
197	-3.021
196	-2.986
195	-2.879
194	-2.661
193	-2.414
192	-2.077
191	-1.768
190	-1.510
189	-1.282
188	-1.087
187	-0.920
186	-0.696
185	-0.565
184	-0.700
