280	 0.012
279	 0.047
278	-0.054
277	 0.015
276	 0.003
275	 0.024
274	 0.015
273	 0.013
272	 0.025
271	 0.029
270	 0.038
269	 0.031
268	-0.010
267	-0.010
266	-0.005
265	-0.005
264	 0.007
263	 0.012
262	-0.003
261	-0.012
260	-0.015
259	-0.012
258	-0.008
257	-0.004
256	-0.012
255	-0.018
254	-0.023
253	-0.006
252	-0.007
251	 0.002
250	 0.002
249	 0.001
248	-0.002
247	-0.012
246	-0.034
245	-0.058
244	-0.082
243	-0.076
242	-0.104
241	-0.111
240	-0.110
239	-0.116
238	-0.116
237	-0.101
236	-0.096
235	-0.091
234	-0.090
233	-0.067
232	-0.026
231	 0.033
230	 0.084
229	 0.129
228	 0.162
227	 0.213
226	 0.258
225	 0.292
224	 0.323
223	 0.329
222	 0.320
221	 0.303
220	 0.284
219	 0.267
218	 0.231
217	 0.189
216	 0.109
215	 0.026
214	-0.075
213	-0.178
212	-0.294
211	-0.434
210	-0.622
209	-0.818
208	-1.021
207	-1.218
206	-1.428
205	-1.634
204	-1.838
203	-2.022
202	-2.203
201	-2.373
200	-2.584
199	-2.784
198	-2.969
197	-3.120
196	-3.291
195	-3.406
194	-3.535
193	-3.577
192	-3.597
191	-3.547
190	-3.413
189	-3.236
188	-3.041
187	-2.771
186	-2.499
185	-2.220
184	-1.922
183	-1.695
182	-1.536
181	-1.444
180	-1.425
179	-1.378
178	-1.349
177	-1.405
